NODENAME,MANAGEMENT_SYSTEM,IP1,NODELOCATION,LOCAL_INTERFACE,locaL_ADDRESS,Role1,NEIGHBOR_HOSTNAME,NEIGHBOR_INTERFACE,neighboR_ADDRESS,NEIGHBORLOCATION,Role2,Direction
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/2/1,10.39.29.101/30,BIG EDGE,FWBHRY-R01J-KN-EG,GE-0/0/1,10.39.29.102/30,FAWBAHRY...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/3/7,10.39.29.97/30,BIG EDGE,FWBHRY-R01J-KN-EG,GE-0/0/0,10.39.29.98/30,FAWBAHRY...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/2/2,10.39.26.61/30,BIG EDGE,DANDARA-R01J-KN-EG,GE-0/1/0,10.39.26.62/30,DANDARAH...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/2/6,10.39.26.69/30,BIG EDGE,DANDARA-R01J-KN-EG,GE-0/1/3,10.39.26.70/30,DANDARAH...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/0/9,10.39.26.65/30,BIG EDGE,DANDARA-R01J-KN-EG,GE-0/0/1,10.39.26.66/30,DANDARAH...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/2/7,10.39.227.153/30,BIG EDGE,DANDARA-R01J-KN-EG,GE-0/1/7,10.39.227.154/30,DANDARAH...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-0/0/3,10.39.227.101/30,BIG EDGE,FAWQBLY-R01J-KN-EG,GE-0/1/5,10.39.227.102/30,FAWQEBLY...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/0/2,10.39.29.1/30,BIG EDGE,FAWQBLY-R01J-KN-EG,GE-0/1/1,10.39.29.2/30,FAWQEBLY...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/3/1,10.39.200.189/30,BIG EDGE,FAWQBLY-R01J-KN-EG,GE-0/0/9,10.39.200.190/30,FAWQEBLY...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-0/1/7,10.39.28.253/30,BIG EDGE,FAWQBLY-R01J-KN-EG,GE-0/0/8,10.39.28.254/30,FAWQEBLY...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-0/2/0,10.39.43.41/30,BIG EDGE,BINBRZA-R01J-KN-EG,GE-0/0/0,10.39.43.42/30,BENIBERZA...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/1/3,10.39.227.165/30,BIG EDGE,SALMIAH-R01J-KN-EG,GE-0/0/1,10.39.227.166/30,SALAMIAH...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/3/7,10.39.47.186/30,BIG EDGE,SALMIAH-R01J-KN-EG,GE-0/1/5,10.39.47.185/30,SALAMIAH...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/3/1,10.39.47.182/30,BIG EDGE,SALMIAH-R01J-KN-EG,GE-0/0/0,10.39.47.181/30,SALAMIAH...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/0/5,10.39.19.109/30,BIG EDGE,ANGBGRA-R01J-KN-EG,GE-0/0/1,10.39.19.110/30,AWLADNEGMBAHGORA...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/3/9,10.39.19.113/30,BIG EDGE,ANGBGRA-R01J-KN-EG,GE-0/0/0,10.39.19.114/30,AWLADNEGMBAHGORA...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/1/9,10.39.68.6/30,BIG EDGE,SAMHOUD-R01J-KN-EG,GE-0/0/3,10.39.68.5/30,SAMHOUD...KN,,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/0/3,10.39.61.178/30,BIG EDGE,MONHDSA-R01J-KN-EG,GE-0/0/3,10.39.61.177/30,MONEIRAELHADYSA...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/2/1,10.39.47.202/30,BIG EDGE,SAMHOUD-R01J-KN-EG,GE-0/0/1,10.39.47.201/30,SAMHOUD...KN,,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/1/6,10.39.227.169/30,BIG EDGE,SAMHOUD-R01J-KN-EG,GE-0/1/3,10.39.227.170/30,SAMHOUD...KN,,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/3/0,10.39.47.206/30,BIG EDGE,SAMHOUD-R01J-KN-EG,GE-0/0/0,10.39.47.205/30,SAMHOUD...KN,,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/0/7,10.39.52.65/30,BIG EDGE,GZYRIA-R01J-KN-EG,GE-0/0/1,10.39.52.66/30,GEZAYRIA...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/0/6,10.39.52.69/30,BIG EDGE,GZYRIA-R01J-KN-EG,GE-0/1/9,10.39.52.70/30,GEZAYRIA...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/2/3,10.39.65.186/30,BIG EDGE,NAGAZOZ-R01J-KN-EG,GE-0/0/0,10.39.65.185/30,NAGAAZOZ...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/0/8,10.39.65.190/30,BIG EDGE,NAGAZOZ-R01J-KN-EG,GE-0/0/3,10.39.65.189/30,NAGAAZOZ...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/0/4,10.39.61.133/30,BIG EDGE,HLFYBHR-R01J-KN-EG,GE-0/0/2,10.39.61.134/30,HELFAYABAHARY...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/3/6,10.39.32.209/30,BIG EDGE,KAAIMAT-R01J-KN-EG,GE-0/0/0,10.39.32.210/30,KAAIMAT...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/3/6,10.39.200.193/30,BIG EDGE,KAAIMAT-R01J-KN-EG,GE-0/0/2,10.39.200.194/30,KAAIMAT...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/2/5,10.39.32.205/30,BIG EDGE,KAAIMAT-R01J-KN-EG,GE-0/0/3,10.39.32.206/30,KAAIMAT...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/3/9,10.39.32.213/30,BIG EDGE,KAAIMAT-R01J-KN-EG,GE-0/0/1,10.39.32.214/30,KAAIMAT...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-0/1/0,10.39.68.106/30,BIG EDGE,SRQBHGR-R01J-KN-EG,GE-0/1/6,10.39.68.105/30,SHARQIBAHGOURAH...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-0/0/7,10.39.55.18/30,BIG EDGE,SRQBHGR-R01J-KN-EG,GE-0/0/0,10.39.55.17/30,SHARQIBAHGOURAH...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-0/1/3,10.39.55.22/30,BIG EDGE,SRQBHGR-R01J-KN-EG,GE-0/0/1,10.39.55.21/30,SHARQIBAHGOURAH...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-0/3/9,10.39.227.177/30,BIG EDGE,SRQBHGR-R01J-KN-EG,GE-0/0/3,10.39.227.178/30,SHARQIBAHGOURAH...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/1/7,10.39.200.177/30,BIG EDGE,TRAMSA-R01J-KN-EG,GE-0/1/1,10.39.200.178/30,TRAMSA...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-0/0/2,10.39.56.214/30,BIG EDGE,TRAMSA-R01J-KN-EG,GE-0/0/0,10.39.56.213/30,TRAMSA...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/3/5,10.39.56.218/30,BIG EDGE,TRAMSA-R01J-KN-EG,GE-0/0/1,10.39.56.217/30,TRAMSA...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/2/9,10.39.200.185/30,BIG EDGE,NGAESUZ-R01J-KN-EG,GE-0/1/4,10.39.200.186/30,NAGAELSUEZ...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/3/0,10.39.42.161/30,BIG EDGE,NGAESUZ-R01J-KN-EG,GE-0/0/5,10.39.42.162/30,NAGAELSUEZ...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-0/3/4,10.39.42.157/30,BIG EDGE,NGAESUZ-R01J-KN-EG,GE-0/0/7,10.39.42.158/30,NAGAELSUEZ...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-2/3/4,10.39.35.173/30,BIG EDGE,KRMOMRN-R01J-KN-EG,GE-0/0/1,10.39.35.174/30,KARAMOMRAN...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-11/2/4,10.39.35.169/30,BIG EDGE,KRMOMRN-R01J-KN-EG,GE-0/0/0,10.39.35.170/30,KARAMOMRAN...KN,EDGE,Downlink
QNAWEST-R30J-KN-EG,JUNIPER_MPLS,10.45.16.90,QENAWEST...KN,GE-0/2/5,10.39.200.181/30,BIG EDGE,NGAESUZ-R01J-KN-EG,GE-0/1/3,10.39.200.182/30,NAGAELSUEZ...KN,EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,XE-13/1/7,10.39.54.250/30,DISTRIBUTION & VAS ROUTERS,SOQIL-R02J-GZ-EG,XE-2/0/0,10.39.54.249/30,SOQIL...GZ,EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,ET-7/1/3,10.39.214.205/30,DISTRIBUTION & VAS ROUTERS,BASHTIL-R30J-GZ-EG,ET-7/0/0,10.39.214.206/30,BASHTIL...GZ,BIG EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,ET-1/1/6,10.29.55.206/30,DISTRIBUTION & VAS ROUTERS,GIZA-R51C-GZ-EG,HU0/2/0/0,10.29.55.205/30,GIZA...GZ,BNG,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,ET-1/1/7,10.29.55.210/30,DISTRIBUTION & VAS ROUTERS,GIZA-R51C-GZ-EG,HU0/2/1/0,10.29.55.209/30,GIZA...GZ,BNG,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,ET-7/1/6,10.29.55.214/30,DISTRIBUTION & VAS ROUTERS,GIZA-R51C-GZ-EG,HU0/3/0/0,10.29.55.213/30,GIZA...GZ,BNG,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,ET-7/1/7,10.29.55.218/30,DISTRIBUTION & VAS ROUTERS,GIZA-R51C-GZ-EG,HU0/3/1/0,10.29.55.217/30,GIZA...GZ,BNG,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,ET-1/0/6,10.29.18.98/30,DISTRIBUTION & VAS ROUTERS,GIZA-R33J-GZ-EG,ET-7/1/0,10.29.18.97/30,GIZA...GZ,BIG EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,AE41,10.29.17.114/30,DISTRIBUTION & VAS ROUTERS,GIZA-R15J-GZ-EG,AE41,10.29.17.113/30,GIZA...GZ,EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,AE21,10.29.17.190/30,DISTRIBUTION & VAS ROUTERS,GIZA-R16J-GZ-EG,AE21,10.29.17.189/30,GIZA...GZ,EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,AE23,10.29.17.158/30,DISTRIBUTION & VAS ROUTERS,GIZA-R12J-GZ-EG,AE23,10.29.17.157/30,GIZA...GZ,EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,AE25,10.29.17.206/30,DISTRIBUTION & VAS ROUTERS,GIZA-R17J-GZ-EG,AE25,10.29.17.205/30,GIZA...GZ,EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,XE-13/1/2,10.39.8.69/30,DISTRIBUTION & VAS ROUTERS,SHBRKHM3-R30C-C-EG,TE0/0/0/7,10.39.8.70/30,SHUBRAELKHEIMA3...C,BIG EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,XE-17/0/6,10.39.75.61/30,DISTRIBUTION & VAS ROUTERS,SHBRKHM3-R30C-C-EG,TE0/0/0/20,10.39.75.62/30,SHUBRAELKHEIMA3...C,BIG EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,XE-4/0/8,10.39.8.61/30,DISTRIBUTION & VAS ROUTERS,SHBRKHM3-R30C-C-EG,TE0/0/0/1,10.39.8.62/30,SHUBRAELKHEIMA3...C,BIG EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,XE-15/1/13,10.39.68.46/30,DISTRIBUTION & VAS ROUTERS,SHBRKHM3-R30C-C-EG,TE0/0/0/18,10.39.68.45/30,SHUBRAELKHEIMA3...C,BIG EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,XE-17/0/5,10.39.75.73/30,DISTRIBUTION & VAS ROUTERS,SHBRKHM3-R30C-C-EG,TE0/0/0/19,10.39.75.74/30,SHUBRAELKHEIMA3...C,BIG EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,XE-4/0/16,10.39.8.65/30,DISTRIBUTION & VAS ROUTERS,SHBRKHM3-R30C-C-EG,TE0/0/0/6,10.39.8.66/30,SHUBRAELKHEIMA3...C,BIG EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,ET-1/1/1,10.39.211.89/30,DISTRIBUTION & VAS ROUTERS,SHRABEYA-R30J-C-EG,ET-7/0/0,10.39.211.90/30,SHARABEYA...C,BIG EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,XE-15/1/17,10.39.34.10/30,DISTRIBUTION & VAS ROUTERS,KFRRHW1-R01J-GZ-EG,XE-2/0/0,10.39.34.9/30,KAFRELRAHAWY1...GZ,EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,ET-8/2/3,10.39.214.225/30,DISTRIBUTION & VAS ROUTERS,BAHTIM-R30J-GZ-EG,ET-7/0/0,10.39.214.226/30,BAHTIM...GZ,BIG EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,ET-8/2/4,10.39.220.33/30,DISTRIBUTION & VAS ROUTERS,WARRAQ-R30J-C-EG,ET-7/0/0,10.39.220.34/30,WARRAQ...C,BIG EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,XE-17/0/2,10.39.68.14/30,DISTRIBUTION & VAS ROUTERS,SANAFIR-R01J-C-EG,XE-2/0/2,10.39.68.13/30,SANAFIR...C,EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,XE-15/1/6,10.39.47.238/30,DISTRIBUTION & VAS ROUTERS,SANAFIR-R01J-C-EG,XE-2/0/0,10.39.47.237/30,SANAFIR...C,EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,AE5,10.29.17.90/30,DISTRIBUTION & VAS ROUTERS,GIZA-R14J-GZ-EG,AE5,10.29.17.89/30,GIZA...GZ,EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,ET-8/3/0,10.39.76.5/30,DISTRIBUTION & VAS ROUTERS,BIEGAM-R30J-C-EG,ET-4/1/0,10.39.76.6/30,BIEGAM...C,BIG EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,ET-8/1/4,10.39.243.114/30,DISTRIBUTION & VAS ROUTERS,GIZA-R34C-GZ-EG,HU0/6/0/0,10.39.243.113/30,GIZA...GZ,BNG,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,ET-8/2/0,10.39.243.118/30,DISTRIBUTION & VAS ROUTERS,GIZA-R34C-GZ-EG,HU0/6/1/0,10.39.243.117/30,GIZA...GZ,BNG,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,ET-8/2/2,10.39.243.126/30,DISTRIBUTION & VAS ROUTERS,GIZA-R34C-GZ-EG,HU0/7/1/0,10.39.243.125/30,GIZA...GZ,BNG,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,XE-4/0/3,10.29.17.146/30,DISTRIBUTION & VAS ROUTERS,GIZA-R13J-GZ-EG,XE-2/0/3,10.29.17.145/30,GIZA...GZ,EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,XE-4/0/2,10.29.17.142/30,DISTRIBUTION & VAS ROUTERS,GIZA-R13J-GZ-EG,XE-2/0/2,10.29.17.141/30,GIZA...GZ,EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,AE29,10.29.17.174/30,DISTRIBUTION & VAS ROUTERS,GIZA-R18J-GZ-EG,AE29,10.29.17.173/30,GIZA...GZ,EDGE,Downlink
GIZA-R41J-GZ-EG,JUNIPER_MPLS,10.45.16.52,GIZA...GZ,XE-17/0/3,10.39.68.98/30,DISTRIBUTION & VAS ROUTERS,SOQIL-R02J-GZ-EG,XE-2/0/2,10.39.68.97/30,SOQIL...GZ,EDGE,Downlink
6OCT2-R32J-GZ-EG,JUNIPER_MPLS,10.45.10.203,6OCTOBER2...GZ,XE-8/0/18,10.29.119.225/30,BIG EDGE,6OCT2-R17H-GZ-EG,GE0/2/0,10.29.119.226/30,6OCTOBER2...GZ,BIG EDGE,Downlink
6OCT2-R32J-GZ-EG,JUNIPER_MPLS,10.45.10.203,6OCTOBER2...GZ,AE2,10.29.119.54/30,BIG EDGE,6OCT2-R11J-GZ-EG,AE1,10.29.119.53/30,6OCTOBER2...GZ,EDGE,Downlink
RHMNIA-R01J-SHR-EG,JUNIPER_MPLS,10.45.9.232,RAHMANIAH-SHR...SHR,XE-2/0/1,10.39.224.198/30,EDGE,RHMNIA-R02J-SHR-EG,XE-2/0/1,10.39.224.197/30,RAHMANIAH-SHR...SHR,EDGE,Downlink
QETOUR-R31J-GH-EG,JUNIPER_MPLS,10.45.31.14,QETOUR...GH,XE-1/0/6,10.39.246.161/30,BIG EDGE,QETOUR-R02J-GH-EG,XE-2/0/3,10.39.246.162/30,QETOUR...GH,EDGE,Downlink
QETOUR-R31J-GH-EG,JUNIPER_MPLS,10.45.31.14,QETOUR...GH,XE-1/0/7,10.39.246.165/30,BIG EDGE,QETOUR-R02J-GH-EG,XE-2/0/2,10.39.246.166/30,QETOUR...GH,EDGE,Downlink
DMNHRW2-R30J-BH-EG,JUNIPER_MPLS,10.45.19.37,DAMANHURWEST2...BH,AE6,10.29.45.93/30,BIG EDGE,DMNHRW2-R06J-BH-EG,AE6,10.29.45.94/30,DAMANHURWEST2...BH,EDGE,Downlink
DMNHRW2-R30J-BH-EG,JUNIPER_MPLS,10.45.19.37,DAMANHURWEST2...BH,AE7,10.29.45.97/30,BIG EDGE,DMNHRW2-R07J-BH-EG,AE7,10.29.45.98/30,DAMANHURWEST2...BH,EDGE,Downlink
DMNHRW2-R30J-BH-EG,JUNIPER_MPLS,10.45.19.37,DAMANHURWEST2...BH,AE2,10.29.45.81/30,BIG EDGE,DMNHRW2-R02J-BH-EG,AE2,10.29.45.82/30,DAMANHURWEST2...BH,EDGE,Downlink
DMNHRW2-R30J-BH-EG,JUNIPER_MPLS,10.45.19.37,DAMANHURWEST2...BH,AE4,10.29.45.89/30,BIG EDGE,DMNHRW2-R04J-BH-EG,AE4,10.29.45.90/30,DAMANHURWEST2...BH,EDGE,Downlink
DMNHRW2-R30J-BH-EG,JUNIPER_MPLS,10.45.19.37,DAMANHURWEST2...BH,AE3,10.29.45.85/30,BIG EDGE,DMNHRW2-R03J-BH-EG,AE3,10.29.45.86/30,DAMANHURWEST2...BH,EDGE,Downlink
FATHH-R30J-ALX-EG,JUNIPER_MPLS,10.45.19.28,FATHH...ALX,AE15,10.29.16.50/30,BIG EDGE,FATHH-R04J-ALX-EG,AE15,10.29.16.49/30,FATHH...ALX,EDGE,Downlink
FATHH-R30J-ALX-EG,JUNIPER_MPLS,10.45.19.28,FATHH...ALX,AE20,10.29.16.66/30,BIG EDGE,FATHH-R03J-ALX-EG,AE20,10.29.16.65/30,FATHH...ALX,EDGE,Downlink
FATHH-R30J-ALX-EG,JUNIPER_MPLS,10.45.19.28,FATHH...ALX,AE11,10.29.16.6/30,BIG EDGE,FATHH-R01J-ALX-EG,AE11,10.29.16.5/30,FATHH...ALX,EDGE,Downlink
FATHH-R30J-ALX-EG,JUNIPER_MPLS,10.45.19.28,FATHH...ALX,AE5,10.29.16.18/30,BIG EDGE,FATHH-R02J-ALX-EG,AE5,10.29.16.17/30,FATHH...ALX,EDGE,Downlink
FATHH-R30J-ALX-EG,JUNIPER_MPLS,10.45.19.28,FATHH...ALX,AE10,10.29.16.34/30,BIG EDGE,FATHH-R05J-ALX-EG,AE10,10.29.16.33/30,FATHH...ALX,EDGE,Downlink
SHBIN1-R40J-MNF-EG,JUNIPER_MPLS,10.45.10.18,SHEBINALKAWM1...MNF,XE-15/1/5,10.39.69.62/30,DISTRIBUTION & VAS ROUTERS,ZWRAZN-R01J-MNF-EG,XE-2/0/1,10.39.69.61/30,ZAWYETRAZIN...MNF,EDGE,Downlink
SHBIN1-R40J-MNF-EG,JUNIPER_MPLS,10.45.10.18,SHEBINALKAWM1...MNF,XE-13/1/6,10.39.61.242/30,DISTRIBUTION & VAS ROUTERS,MNWHLH-R01J-MNF-EG,XE-2/0/0,10.39.61.241/30,MENAWAHALAH...MNF,EDGE,Downlink
SHBIN1-R40J-MNF-EG,JUNIPER_MPLS,10.45.10.18,SHEBINALKAWM1...MNF,XE-15/1/3,10.39.17.89/30,DISTRIBUTION & VAS ROUTERS,ABNAHS-R01J-MNF-EG,XE-2/0/0,10.39.17.90/30,ABNAHS...MNF,EDGE,Downlink
SHBIN1-R40J-MNF-EG,JUNIPER_MPLS,10.45.10.18,SHEBINALKAWM1...MNF,XE-15/1/4,10.39.57.234/30,DISTRIBUTION & VAS ROUTERS,ZENARA-R01J-MNF-EG,XE-2/0/0,10.39.57.233/30,ZENARAH...MNF,EDGE,Downlink
SHBIN1-R40J-MNF-EG,JUNIPER_MPLS,10.45.10.18,SHEBINALKAWM1...MNF,XE-13/0/13,10.39.64.38/30,DISTRIBUTION & VAS ROUTERS,SHENWN-R01J-MNF-EG,XE-2/0/0,10.39.64.37/30,SHENWAN...MNF,EDGE,Downlink
SHBIN1-R40J-MNF-EG,JUNIPER_MPLS,10.45.10.18,SHEBINALKAWM1...MNF,XE-13/1/15,10.39.232.177/30,DISTRIBUTION & VAS ROUTERS,SHENWN-R01J-MNF-EG,XE-2/0/1,10.39.232.178/30,SHENWAN...MNF,EDGE,Downlink
SHBIN1-R40J-MNF-EG,JUNIPER_MPLS,10.45.10.18,SHEBINALKAWM1...MNF,XE-13/1/0,10.39.61.49/30,DISTRIBUTION & VAS ROUTERS,ESTANH-R01J-MNF-EG,XE-2/0/0,10.39.61.50/30,ESTANHA...MNF,EDGE,Downlink
SHBIN1-R40J-MNF-EG,JUNIPER_MPLS,10.45.10.18,SHEBINALKAWM1...MNF,XE-13/0/17,10.39.7.133/30,DISTRIBUTION & VAS ROUTERS,MENOUF-R30C-MNF-EG,TE0/0/0/2,10.39.7.134/30,MENOUF...MNF,BIG EDGE,Downlink
SHBIN1-R40J-MNF-EG,JUNIPER_MPLS,10.45.10.18,SHEBINALKAWM1...MNF,XE-4/1/17,10.39.7.129/30,DISTRIBUTION & VAS ROUTERS,MENOUF-R30C-MNF-EG,TE0/0/0/1,10.39.7.130/30,MENOUF...MNF,BIG EDGE,Downlink
SHBIN1-R40J-MNF-EG,JUNIPER_MPLS,10.45.10.18,SHEBINALKAWM1...MNF,XE-15/1/1,10.39.64.118/30,DISTRIBUTION & VAS ROUTERS,SQASHR-R01J-MNF-EG,XE-2/0/0,10.39.64.117/30,SAQYETABOSHAARAH...MNF,EDGE,Downlink
SHBIN1-R40J-MNF-EG,JUNIPER_MPLS,10.45.10.18,SHEBINALKAWM1...MNF,XE-15/1/2,10.39.62.13/30,DISTRIBUTION & VAS ROUTERS,KFRHLL-R01J-MNF-EG,XE-2/0/0,10.39.62.14/30,KAFRHELAL...MNF,EDGE,Downlink
