NODENAME,MANAGEMENT_SYSTEM,IP1,NODELOCATION,LOCAL_INTERFACE,locaL_ADDRESS,Role1,NEIGHBOR_HOSTNAME,NEIGHBOR_INTERFACE,neighboR_ADDRESS,NEIGHBORLOCATION,Role2,Direction
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-8:915,10.29.101.62/30,BNG,MAADI2-R41C-C-EG,BE8,10.29.101.61/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-8:913,10.29.101.30/30,BNG,MAADI2-R41C-C-EG,BE8,10.29.101.29/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-2:914,10.29.101.34/30,BNG,MAADI2-R41C-C-EG,BE3,10.29.101.33/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-4:912,10.29.100.250/30,BNG,MAADI2-R41C-C-EG,BE4,10.29.100.249/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-6:914,10.29.101.50/30,BNG,MAADI2-R41C-C-EG,BE6,10.29.101.49/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-6:915,10.29.101.54/30,BNG,MAADI2-R41C-C-EG,BE6,10.29.101.53/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-2:911,10.29.100.230/30,BNG,MAADI2-R41C-C-EG,BE3,10.29.100.229/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-2:912,10.29.100.234/30,BNG,MAADI2-R41C-C-EG,BE3,10.29.100.233/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-2:915,10.29.101.38/30,BNG,MAADI2-R41C-C-EG,BE3,10.29.101.37/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-4:911,10.29.100.246/30,BNG,MAADI2-R41C-C-EG,BE4,10.29.100.245/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-4:915,10.29.101.46/30,BNG,MAADI2-R41C-C-EG,BE4,10.29.101.45/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-8:914,10.29.101.58/30,BNG,MAADI2-R41C-C-EG,BE8,10.29.101.57/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-4:910,10.29.100.242/30,BNG,MAADI2-R41C-C-EG,BE4,10.29.100.241/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-4:913,10.29.100.254/30,BNG,MAADI2-R41C-C-EG,BE4,10.29.100.253/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-4:914,10.29.101.42/30,BNG,MAADI2-R41C-C-EG,BE4,10.29.101.41/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-6:910,10.29.101.2/30,BNG,MAADI2-R41C-C-EG,BE6,10.29.101.1/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-6:911,10.29.101.6/30,BNG,MAADI2-R41C-C-EG,BE6,10.29.101.5/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-8:910,10.29.101.18/30,BNG,MAADI2-R41C-C-EG,BE8,10.29.101.17/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-8:911,10.29.101.22/30,BNG,MAADI2-R41C-C-EG,BE8,10.29.101.21/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-8:912,10.29.101.26/30,BNG,MAADI2-R41C-C-EG,BE8,10.29.101.25/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-2:910,10.29.100.226/30,BNG,MAADI2-R41C-C-EG,BE3,10.29.100.225/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-2:913,10.29.100.238/30,BNG,MAADI2-R41C-C-EG,BE3,10.29.100.237/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-6:912,10.29.101.10/30,BNG,MAADI2-R41C-C-EG,BE6,10.29.101.9/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-6:913,10.29.101.14/30,BNG,MAADI2-R41C-C-EG,BE6,10.29.101.13/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-1:911,10.29.100.134/30,BNG,MAADI2-R40C-C-EG,BE11,10.29.100.133/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-1:913,10.29.100.142/30,BNG,MAADI2-R40C-C-EG,BE11,10.29.100.141/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-1:914,10.29.100.194/30,BNG,MAADI2-R40C-C-EG,BE11,10.29.100.193/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-3:913,10.29.100.158/30,BNG,MAADI2-R40C-C-EG,BE13,10.29.100.157/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-3:914,10.29.100.202/30,BNG,MAADI2-R40C-C-EG,BE13,10.29.100.201/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-3:915,10.29.100.206/30,BNG,MAADI2-R40C-C-EG,BE13,10.29.100.205/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
MAADI2-R36A-C-EG,NOKIA_MPLS,10.45.11.52,MAADI2...C,LAG-5:914,10.29.100.210/30,BNG,MAADI2-R40C-C-EG,BE15,10.29.100.209/30,MAADI2...C,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-8:914,10.29.105.245/30,BNG,GIZA-R41J-GZ-EG,AE18,10.29.105.246/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-2:910,10.29.105.229/30,BNG,GIZA-R41J-GZ-EG,AE12,10.29.105.230/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-2:914,10.29.105.189/30,BNG,GIZA-R41J-GZ-EG,AE12,10.29.105.190/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-4:911,10.29.106.1/30,BNG,GIZA-R41J-GZ-EG,AE14,10.29.106.2/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-4:913,10.29.105.237/30,BNG,GIZA-R41J-GZ-EG,AE14,10.29.105.238/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-4:914,10.29.106.9/30,BNG,GIZA-R41J-GZ-EG,AE14,10.29.106.10/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-4:915,10.29.105.193/30,BNG,GIZA-R41J-GZ-EG,AE14,10.29.105.194/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-6:910,10.29.105.241/30,BNG,GIZA-R41J-GZ-EG,AE16,10.29.105.242/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-6:912,10.29.105.221/30,BNG,GIZA-R41J-GZ-EG,AE16,10.29.105.222/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-6:913,10.29.106.13/30,BNG,GIZA-R41J-GZ-EG,AE16,10.29.106.14/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-6:915,10.29.106.17/30,BNG,GIZA-R41J-GZ-EG,AE16,10.29.106.18/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-8:912,10.29.105.209/30,BNG,GIZA-R41J-GZ-EG,AE18,10.29.105.210/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-2:915,10.29.105.217/30,BNG,GIZA-R41J-GZ-EG,AE12,10.29.105.218/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-4:912,10.29.106.5/30,BNG,GIZA-R41J-GZ-EG,AE14,10.29.106.6/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-8:910,10.29.105.205/30,BNG,GIZA-R41J-GZ-EG,AE18,10.29.105.206/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-8:911,10.29.106.21/30,BNG,GIZA-R41J-GZ-EG,AE18,10.29.106.22/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-2:911,10.29.105.213/30,BNG,GIZA-R41J-GZ-EG,AE12,10.29.105.214/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-4:910,10.29.105.253/30,BNG,GIZA-R41J-GZ-EG,AE14,10.29.105.254/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-6:911,10.29.105.197/30,BNG,GIZA-R41J-GZ-EG,AE16,10.29.105.198/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-8:913,10.29.106.25/30,BNG,GIZA-R41J-GZ-EG,AE18,10.29.106.26/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-8:915,10.29.105.225/30,BNG,GIZA-R41J-GZ-EG,AE18,10.29.105.226/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-6:914,10.29.105.201/30,BNG,GIZA-R41J-GZ-EG,AE16,10.29.105.202/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-2:913,10.29.105.233/30,BNG,GIZA-R41J-GZ-EG,AE12,10.29.105.234/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-2:912,10.29.105.249/30,BNG,GIZA-R41J-GZ-EG,AE12,10.29.105.250/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-7:913,10.29.105.145/30,BNG,GIZA-R40J-GZ-EG,AE17,10.29.105.146/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-5:915,10.29.105.141/30,BNG,GIZA-R40J-GZ-EG,AE15,10.29.105.142/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-5:912,10.29.105.117/30,BNG,GIZA-R40J-GZ-EG,AE15,10.29.105.118/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-1:915,10.29.105.125/30,BNG,GIZA-R40J-GZ-EG,AE11,10.29.105.126/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-7:915,10.29.105.121/30,BNG,GIZA-R40J-GZ-EG,AE17,10.29.105.122/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-7:914,10.29.105.149/30,BNG,GIZA-R40J-GZ-EG,AE17,10.29.105.150/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-5:911,10.29.105.165/30,BNG,GIZA-R40J-GZ-EG,AE15,10.29.105.166/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-3:915,10.29.105.97/30,BNG,GIZA-R40J-GZ-EG,AE13,10.29.105.98/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-3:914,10.29.105.161/30,BNG,GIZA-R40J-GZ-EG,AE13,10.29.105.162/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-1:911,10.29.105.181/30,BNG,GIZA-R40J-GZ-EG,AE11,10.29.105.182/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-3:910,10.29.105.129/30,BNG,GIZA-R40J-GZ-EG,AE13,10.29.105.130/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-3:911,10.29.105.157/30,BNG,GIZA-R40J-GZ-EG,AE13,10.29.105.158/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-5:910,10.29.105.137/30,BNG,GIZA-R40J-GZ-EG,AE15,10.29.105.138/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-5:913,10.29.105.101/30,BNG,GIZA-R40J-GZ-EG,AE15,10.29.105.102/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-5:914,10.29.105.105/30,BNG,GIZA-R40J-GZ-EG,AE15,10.29.105.106/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-7:910,10.29.105.169/30,BNG,GIZA-R40J-GZ-EG,AE17,10.29.105.170/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-3:912,10.29.105.93/30,BNG,GIZA-R40J-GZ-EG,AE13,10.29.105.94/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-3:913,10.29.105.133/30,BNG,GIZA-R40J-GZ-EG,AE13,10.29.105.134/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-7:911,10.29.105.173/30,BNG,GIZA-R40J-GZ-EG,AE17,10.29.105.174/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-7:912,10.29.105.109/30,BNG,GIZA-R40J-GZ-EG,AE17,10.29.105.110/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-1:910,10.29.105.177/30,BNG,GIZA-R40J-GZ-EG,AE11,10.29.105.178/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-1:912,10.29.105.153/30,BNG,GIZA-R40J-GZ-EG,AE11,10.29.105.154/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-1:913,10.29.105.185/30,BNG,GIZA-R40J-GZ-EG,AE11,10.29.105.186/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
GIZA-R32A-GZ-EG,NOKIA_MPLS,10.45.3.122,GIZA...GZ,LAG-1:914,10.29.105.113/30,BNG,GIZA-R40J-GZ-EG,AE11,10.29.105.114/30,GIZA...GZ,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-4:911,10.29.95.30/30,BNG,AUTO-R45J-ALX-EG,AE9,10.29.95.29/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-4:912,10.29.95.110/30,BNG,AUTO-R45J-ALX-EG,AE9,10.29.95.109/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-2:915,10.29.95.162/30,BNG,AUTO-R45J-ALX-EG,AE3,10.29.95.161/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-2:914,10.29.95.158/30,BNG,AUTO-R45J-ALX-EG,AE3,10.29.95.157/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-8:915,10.29.95.190/30,BNG,AUTO-R45J-ALX-EG,AE8,10.29.95.189/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-8:913,10.29.95.94/30,BNG,AUTO-R45J-ALX-EG,AE8,10.29.95.93/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-8:912,10.29.95.90/30,BNG,AUTO-R45J-ALX-EG,AE8,10.29.95.89/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-8:910,10.29.95.82/30,BNG,AUTO-R45J-ALX-EG,AE8,10.29.95.81/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-7:911,10.29.95.54/30,BNG,AUTO-R45J-ALX-EG,AE7,10.29.95.53/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-6:913,10.29.95.78/30,BNG,AUTO-R45J-ALX-EG,AE6,10.29.95.77/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-6:911,10.29.95.70/30,BNG,AUTO-R45J-ALX-EG,AE6,10.29.95.69/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-5:913,10.29.95.46/30,BNG,AUTO-R45J-ALX-EG,AE5,10.29.95.45/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-4:915,10.29.95.174/30,BNG,AUTO-R45J-ALX-EG,AE9,10.29.95.173/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-4:913,10.29.95.166/30,BNG,AUTO-R45J-ALX-EG,AE9,10.29.95.165/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-3:915,10.29.95.134/30,BNG,AUTO-R45J-ALX-EG,AE30,10.29.95.133/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-3:914,10.29.95.130/30,BNG,AUTO-R45J-ALX-EG,AE30,10.29.95.129/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-3:913,10.29.95.126/30,BNG,AUTO-R45J-ALX-EG,AE30,10.29.95.125/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-3:912,10.29.95.102/30,BNG,AUTO-R45J-ALX-EG,AE30,10.29.95.101/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-2:911,10.29.95.22/30,BNG,AUTO-R45J-ALX-EG,AE3,10.29.95.21/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-2:910,10.29.95.18/30,BNG,AUTO-R45J-ALX-EG,AE3,10.29.95.17/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-1:914,10.29.95.118/30,BNG,AUTO-R45J-ALX-EG,AE14,10.29.95.117/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-1:913,10.29.95.114/30,BNG,AUTO-R45J-ALX-EG,AE14,10.29.95.113/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-8:911,10.29.95.86/30,BNG,AUTO-R45J-ALX-EG,AE8,10.29.95.85/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
AUTO-R37A-ALX-EG,NOKIA_MPLS,10.45.9.249,AUTO...ALX,LAG-7:915,10.29.95.150/30,BNG,AUTO-R45J-ALX-EG,AE7,10.29.95.149/30,AUTO...ALX,DISTRIBUTION & VAS ROUTERS,1st_BK_uplink
